,poistion,track_name,artist,popularity,followers,genres,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,track_id,art_id,album,year
10,11,Hymn for the Weekend,Coldplay,84,40064381,"['permanent wave', 'pop']",0.491,0.693,0,-6.487,0,0.0377,6.92e-06,0.325,0.412,90.027,258267,4,False,3RiPr603aXAoi4GHyXx0uy,4gzpq5DPGxSnKTe4SA8HAU,A Head Full of Dreams,2016
11,12,Sorry,Justin Bieber,81,67760523,"['canadian pop', 'pop']",0.654,0.76,0,-3.669,0,0.045,0,0.299,0.41,99.945,200787,4,False,09CtPGIpYB4BrO8qb1RGsF,1uNFoZAHBGtllmzznpCI3s,Purpose (Deluxe),2016
12,13,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Trolls,72,12375207,"['dance pop', 'pop']",0.669,0.832,0,-5.721,1,0.0682,0,0.0968,0.7,113.035,237547,4,False,1WkMMavIMc4JZ8cfMmxHkI,31TPClRtHm23RisEBtV3X7,TROLLS (Original Motion Picture Soundtrack),2016
13,14,Don't,Bryson Tiller,83,6208565,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']",0.765,0.356,11,-5.556,0,0.195,0,0.0963,0.189,96.991,198293,4,True,3pXF1nA74528Edde4of9CC,2EMAnMvWE2eb56ToJVfCWs,T R A P S O U L,2016
14,15,Let Me Love You,DJ Snake,83,8216009,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.649,0.716,8,-5.371,1,0.0349,2.63e-05,0.135,0.163,99.988,205947,4,False,0lYBSQXN6rCTvUZvg9S0lU,540vIaP2JwjQb9dm3aArA4,Encore,2016
15,16,Wait a Minute!,WILLOW,82,2256073,"['afrofuturism', 'pop', 'post-teen pop']",0.764,0.705,3,-5.279,0,0.0278,1.94e-05,0.0943,0.672,101.003,196520,4,False,0y60itmpH0aPKsFiGxmtnh,3rWZHrfrsPBxVy692yAIxF,ARDIPITHECUS,2016
16,17,Needed Me,Rihanna,81,51162263,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",0.671,0.314,5,-8.091,0,0.244,0,0.0825,0.296,110.898,191600,4,True,4pAl7FkDMNBsjykPXo91B3,5pKCCKE2ajJHZ9KAiaK11H,ANTI (Deluxe),2016
17,18,Ride,Twenty One Pilots,81,22840349,"['modern rock', 'rock']",0.645,0.713,6,-5.355,1,0.0393,0,0.113,0.566,74.989,214507,4,False,2Z8WuEywRWYTKe1NybPQEW,3YQKmKGau1PzlVlkL1iodx,Blurryface,2016
18,19,This Is What You Came For,Calvin Harris,81,22985542,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.631,0.927,9,-2.787,0,0.0332,0.119,0.148,0.465,123.962,222160,4,False,0azC730Exh71aQlOt9Zj3y,7CajNmpbOovFoOoasH2HaY,This Is What You Came For,2016
19,20,Cake By The Ocean,DNCE,80,4332569,"['dance pop', 'edm', 'pop', 'post-teen pop']",0.774,0.753,4,-5.446,0,0.0517,0,0.0371,0.896,119.002,219147,4,True,76hfruVvmfQbw0eYn1nmeC,6T5tfhQCknKG4UnH90qGnz,DNCE,2016
20,21,Dancing On My Own,Calum Scott,80,4687133,"['neo mellow', 'pop']",0.681,0.174,1,-8.745,1,0.0315,3.35e-05,0.0983,0.231,112.672,260285,4,False,2BOqDYLOJBiMOXShCV1neZ,6ydoSd3N2mwgwBHtF6K7eX,Only Human (Deluxe),2016
21,22,7 Years,Lukas Graham,79,1993861,"['danish pop', 'pop', 'scandipop']",0.765,0.473,10,-5.829,1,0.0514,0,0.391,0.34,119.992,237300,4,False,5kqIPrATaCc2LqxVWzQGbk,25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,2016
22,23,Heathens,Twenty One Pilots,81,22840349,"['modern rock', 'rock']",0.732,0.396,4,-9.348,0,0.0286,3.58e-05,0.105,0.548,90.024,195920,4,False,6i0V12jOa3mr6uu4WYhUBr,3YQKmKGau1PzlVlkL1iodx,Heathens,2016
23,24,Don't Let Me Down,The Chainsmokers,79,19679978,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.532,0.869,11,-5.094,1,0.172,0.00508,0.136,0.422,159.803,208373,4,False,1i1fxkWeaMmKEB4T7zqbzK,69GGBxA162lTqCwzJG5jLp,Don't Let Me Down,2016
24,25,In the Name of Love,Martin Garrix,79,15656461,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.501,0.519,4,-5.88,0,0.0409,0,0.454,0.168,133.99,195707,4,False,23L5CiUhw2jV1OIMwthR3S,60d24wfXkVzDSfLS6hyCjZ,In the Name of Love,2016
25,26,Faded,Alan Walker,79,36144125,['electro house'],0.468,0.627,6,-5.085,1,0.0476,7.97e-06,0.11,0.159,179.642,212107,4,False,698ItKASDavgwZ3WjaWjtz,7vk5e3vY1uw9plTHJAMwjN,Different World,2016
26,27,NO,Meghan Trainor,79,12195671,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",0.557,0.803,1,-3.599,0,0.213,1.61e-06,0.737,0.657,92.134,213507,4,False,0l0CvurVUrr2w3Jj1hOVFc,6JL8zeS1NmiOftqZTRgdTz,Thank You (Deluxe Version),2016
27,28,Can I Be Him,James Arthur,78,10626843,"['pop', 'talent show', 'uk pop']",0.696,0.543,11,-6.164,1,0.0489,0,0.0939,0.479,107.969,246880,4,False,0VhgEqMTNZwYL1ARDLLNCX,4IWBUUAFIplrNtaOHcJPRM,Back from the Edge,2016
28,29,Exchange,Bryson Tiller,78,6208565,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']",0.525,0.433,6,-10.598,1,0.185,0,0.135,0.276,160.108,194613,4,True,43PuMrRfbyyuz4QpZ3oAwN,2EMAnMvWE2eb56ToJVfCWs,T R A P S O U L,2016
29,30,Adventure of a Lifetime,Coldplay,78,40064381,"['permanent wave', 'pop']",0.638,0.924,7,-3.887,1,0.036,0.000175,0.149,0.53,111.995,263787,4,False,69uxyAqqPIsUyTO8txoP2M,4gzpq5DPGxSnKTe4SA8HAU,A Head Full of Dreams,2016
30,31,Hotline Bling,Drake,77,69172212,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.891,0.628,2,-7.863,1,0.0551,0.00019,0.0504,0.552,134.966,267067,4,False,0wwPcA6wtMf6HUMpIRdeP7,3TVXtAsR1Inumwj472S9r4,Views,2016
31,32,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,77,1309294,"['dance pop', 'edm', 'pop', 'pop rap']",0.664,0.714,7,-6.645,0,0.111,8.42e-06,0.0843,0.71,101.969,197933,4,True,0vbtURX4qv1l7besfwmnD8,2KsP6tYLJlTBvSUxnwlVWa,"At Night, Alone.",2016
32,33,"i hate u, i love u (feat. olivia o'brien)",gnash,77,1586959,['pop'],0.492,0.275,6,-13.4,0,0.3,0,0.101,0.18,92.6,251034,4,True,7vRriwrloYVaoAe3a9wJHe,3iri9nBFs9e4wN7PLIetAw,us,2016
33,34,PILLOWTALK,ZAYN,77,21593264,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",0.584,0.7,11,-4.275,1,0.0456,0,0.0939,0.438,124.944,202747,4,True,0PDUDa38GO8lMxLCRc4lL1,5ZsFI1h6hIdQRw2ti0hz81,Mind Of Mine (Deluxe Edition),2016
34,35,"Me, Myself & I",G-Eazy,77,5111661,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",0.756,0.674,0,-6.518,0,0.0959,0,0.158,0.389,111.995,251467,4,True,40YcuQysJ0KlGQTeGUosTC,02kJSzxNuaWGqwubyUba0Z,When It's Dark Out,2016
35,36,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,76,12844442,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.502,0.786,9,-4.378,0,0.317,0,0.65,0.739,169.021,243491,4,True,4dASQiO1Eoo3RJvt74FtXB,55Aa2cqylxrFIXC767Z865,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),2016
36,37,White Iverson,Post Malone,76,38874119,"['dfw rap', 'melodic rap', 'rap']",0.675,0.562,7,-7.678,1,0.0352,0,0.0816,0.309,130.098,256533,4,True,6eT7xZZlB2mwyzJ2sUKG6w,246dkjvS1zLTtiykXe5h60,Stoney (Deluxe),2016
37,38,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,76,873890,"['edm', 'pop dance', 'tropical house']",0.792,0.717,0,-4.759,0,0.0393,3.59e-05,0.226,0.466,121.985,195547,4,False,1A8j067qyiNwQnZT0bzUpZ,7keGfmQR4X5w0two1xKZ7d,Layers,2016
38,39,My Way,Calvin Harris,76,22985542,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.818,0.913,4,-3.06,0,0.0426,3.69e-05,0.161,0.536,119.986,219160,4,False,1vvNmPOiUuyCbgWmtc6yfm,7CajNmpbOovFoOoasH2HaY,My Way,2016
39,40,My House,Flo Rida,76,8704966,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",0.688,0.702,7,-4.792,0,0.0499,0,0.128,0.74,94.006,192191,4,False,6Knv6wdA0luoMUuuoYi2i1,0jnsk9HBra6NMjO2oANoPY,My House,2016
40,41,Ophelia,The Lumineers,75,4937158,"['folk-pop', 'pop', 'stomp and holler']",0.664,0.573,5,-6.519,1,0.0277,0.000363,0.0857,0.566,76.023,160097,4,False,3d8y0t70g7hw2FOWl9Z4Fm,16oZKvXb6WkQlVAjwo2Wbg,Cleopatra,2016
41,42,Renegades,X Ambassadors,75,2750416,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",0.526,0.862,2,-6.003,1,0.0905,0.0597,0.229,0.528,90.052,195200,4,False,0fYVliAYKHuPmECRs1pbRf,3NPpFNZtSTHheNBaWC82rB,VHS,2016
42,43,Perfect Strangers,Jonas Blue,75,3670653,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",0.73,0.861,1,-4.1,1,0.0451,0,0.213,0.704,117.965,196613,4,False,3P3pw6C19j31Rnzgo3JG7o,1HBjj22wzbscIZ9sEb5dyf,Blue,2016
43,44,Say It,Tory Lanez,75,4841086,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",0.546,0.529,11,-10.511,0,0.0583,6.5e-06,0.124,0.247,107.331,237787,4,True,2Gyc6e2cLxA5hoX1NOvYnU,2jku7tDXc6XoB6MO2hFuqg,I Told You,2016
44,45,Middle,DJ Snake,75,8216009,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.583,0.695,9,-5.336,1,0.0423,0,0.0527,0.224,104.879,220573,4,False,0g5EKLgdKvNlln7TNqBByK,540vIaP2JwjQb9dm3aArA4,Encore,2016
45,46,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,75,15042035,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",0.803,0.585,8,-5.861,1,0.0432,3.94e-06,0.0644,0.593,105.017,214480,4,False,4tCtwWceOPWzenK2HAIJSb,1l8Fu6IkuTP0U5QetQJ5Xt,7/27 (Deluxe),2016
46,47,Hear Me Now,Alok,75,11893593,"['electro house', 'pop nacional', 'slap house']",0.778,0.463,11,-7.603,1,0.0389,0.00289,0.0731,0.496,121.999,194840,4,False,39cmB3ZoTOLwOTq7tMNqKa,0NGAZxHanS9e0iNHpR8f2W,Hear Me Now (feat. Zeeba),2016
47,48,Starving,Hailee Steinfeld,74,8217858,"['dance pop', 'pop', 'post-teen pop']",0.728,0.616,4,-4.238,1,0.0645,0,0.105,0.508,99.962,181880,4,False,4Ce37cRWvM1vIGGynKcs22,5p7f24Rk5HkUZsaS3BLG5F,Starving,2016
48,49,Low Life (feat. The Weeknd),Future,74,12514791,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",0.722,0.331,8,-7.789,1,0.0726,0.282,0.146,0.102,143.961,313547,4,True,7EiZI6JVHllARrX9PUvAdX,1RyvyyTE3xzB2ZywiAwp0i,EVOL,2016
49,50,Shout Out to My Ex,Little Mix,74,10922413,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",0.773,0.747,5,-4.061,1,0.0885,8.99e-06,0.109,0.801,126.014,246240,4,False,0ErK6K0kYr0Ow2RkPMhmMs,3e7awlrlDSwF3iM0WBjGMp,Glory Days (Expanded Edition),2016
50,51,Stole the Show,Kygo,74,8205953,"['edm', 'pop', 'pop dance', 'tropical house']",0.64,0.635,8,-7.565,0,0.226,0,0.319,0.475,100.034,223187,4,False,5masKPHeAOVNgxdLebIcK7,23fqKkggKUBHNkbKtXEls4,Cloud Nine,2016
51,52,When We Were Young,Adele,74,44110183,"['british soul', 'pop', 'pop soul', 'uk pop']",0.376,0.595,3,-5.936,1,0.0496,0,0.095,0.265,144.361,290900,4,False,7GgWAITsYJaRM3r50rfh5w,4dpARuHxo51G3z768sgnrY,25,2016
52,53,Too Good,Drake,74,69172212,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.794,0.653,7,-7.839,1,0.104,4.88e-05,0.1,0.397,117.996,263373,4,True,3BtuIIrQlkujKPuWF2B85z,3TVXtAsR1Inumwj472S9r4,Views,2016
53,54,When You Love Someone,James TW,74,1197069,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'uk pop']",0.681,0.453,7,-6.09,1,0.0278,0,0.0543,0.348,125.772,216560,4,False,0TXNKTzawI6VgLoA9UauRp,0B3N0ZINFWvizfa8bKiz4v,Chapters,2016
54,55,Unsteady,X Ambassadors,73,2750416,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",0.389,0.665,0,-6.169,1,0.0644,0.000732,0.116,0.199,117.055,193547,4,False,7lGKEWMXVWWTt3X71Bv44I,3NPpFNZtSTHheNBaWC82rB,VHS,2016
55,56,History,One Direction,73,28271703,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.655,0.699,11,-4.421,1,0.0493,0,0.064,0.802,86.704,187427,4,False,0HMjXBAZmSYOTTi33WpMso,4AK6F7OLvEQ5QYCBNiQWHq,Made In The A.M. (Deluxe Edition),2016
56,57,Never Forget You,Zara Larsson,73,10355852,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",0.583,0.732,11,-5.728,0,0.0457,9.86e-06,0.269,0.276,145.992,213428,4,False,6hmhG1b4LEyNuashVvuIAo,1Xylc3o4UrD53lo9CvFvVg,So Good,2016
57,58,Roses,The Chainsmokers,73,19679978,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.713,0.802,4,-7.055,1,0.0561,0.00377,0.309,0.343,100.001,226739,4,False,3vv9phIu6Y1vX3jcqaGz5Z,69GGBxA162lTqCwzJG5jLp,Roses,2016
58,59,Somebody Else,The 1975,72,6011010,"['modern alternative rock', 'modern rock', 'pop', 'rock']",0.61,0.788,0,-5.724,1,0.0585,0.0142,0.153,0.472,101.045,347520,4,True,5hc71nKsUgtwQ3z52KEKQk,3mIj9lX2MWuHmhNCA7LSCW,"I like it when you sleep, for you are so beautiful yet so unaware of it",2016
59,60,Lost Boy,Ruth B.,72,2456470,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",0.71,0.0565,7,-15.099,1,0.0534,0,0.0889,0.348,123.994,275280,4,False,4h0zU3O9R5xzuTmNO7dNDU,2WzaAvm2bBCf4pEhyuDgCY,Lost Boy,2016
60,61,Fast Car,Jonas Blue,72,3670653,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",0.672,0.578,9,-6.621,1,0.0569,0,0.312,0.548,113.945,212424,4,False,1SN1vSPsr4V4tIUTR3s8YW,1HBjj22wzbscIZ9sEb5dyf,Blue,2016
61,62,Send My Love (To Your New Lover),Adele,72,44110183,"['british soul', 'pop', 'pop soul', 'uk pop']",0.688,0.533,6,-8.363,0,0.0865,3.48e-06,0.172,0.567,164.069,223079,4,False,0t7fVeEJxO2Xi4H2K5Svc9,4dpARuHxo51G3z768sgnrY,25,2016
62,63,I Know What You Did Last Summer,Shawn Mendes,71,39941886,"['canadian pop', 'dance pop', 'pop', 'viral pop']",0.687,0.761,9,-4.582,0,0.0876,0,0.147,0.743,113.939,223853,4,False,2GyA33q5rti5IxkMQemRDH,7n2wHs1TKAczGzO7Dd2rGr,Handwritten,2016
63,64,Alone,Marshmello,71,34561050,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.631,0.953,2,-3.739,1,0.0343,0.0155,0.108,0.422,141.99,273803,4,False,3MEYFivt6bilQ9q9mFWZ4g,64KEffDW9EtZ1y2vBYgq8T,Alone,2016
64,65,Hurts So Good,Astrid S,71,1265052,"['alt z', 'dance pop', 'norwegian pop', 'pop', 'tropical house']",0.672,0.625,7,-5.068,0,0.0468,0,0.0934,0.423,120.038,208729,4,False,46u5B2WN4wryYLZuMAOmI4,3AVfmawzu83sp94QW7CEGm,Leave It Beautiful (Complete),2016
65,66,"Sit Still, Look Pretty",Daya,71,1440201,"['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",0.846,0.734,2,-3.601,1,0.108,8.27e-05,0.425,0.717,90.98,207761,4,False,6ZtiywT2Qm50a1uR0jlY35,6Dd3NScHWwnW6obMFbl1BH,"Sit Still, Look Pretty",2016
66,67,Trouble,Cage The Elephant,71,3054259,"['modern rock', 'punk blues', 'rock']",0.47,0.623,0,-5.655,1,0.0302,0.000439,0.0992,0.298,77.861,225973,4,False,5n0CTysih20NYdT2S0Wpe8,26T3LtbuGT1Fu9m0eRq5X3,Tell Me I'm Pretty,2016
67,68,Controlla,Drake,71,69172212,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.59,0.468,10,-11.083,0,0.185,0,0.101,0.349,92.287,245227,4,True,3O8NlPh2LByMU9lSRSHedm,3TVXtAsR1Inumwj472S9r4,Views,2016
68,69,The Ocean (feat. Shy Martin),Mike Perry,71,1430858,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']",0.632,0.575,5,-6.478,1,0.029,1.81e-06,0.104,0.188,90.037,183414,4,False,2CPqh63wRVscbceKcPxwvv,6lB8vOoI4DRrrVxXwuV19c,The Ocean (feat. Shy Martin),2016
69,70,Tuesday (feat. Danelle Sandoval),Burak Yeter,71,144695,['electro house'],0.841,0.639,9,-6.052,0,0.0688,0.0654,0.0545,0.675,99.002,241875,4,False,7EVk9tRb6beJLTHrg6AkY9,4ON1ruy5ijE7ZPQthbrkgI,Tuesday (feat. Danelle Sandoval),2016
70,71,All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,70,345923,"['edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.681,0.521,0,-5.849,1,0.141,8.41e-05,0.108,0.181,94.997,229747,4,True,6TaqooOXAEcijL6G1AWS2K,2FwJwEswyIUAljqgjNSHgP,All My Friends (feat. Tinashe & Chance the Rapper),2016
71,72,Into You,Ariana Grande,69,85188706,"['dance pop', 'pop']",0.623,0.734,9,-5.948,1,0.107,1.75e-06,0.145,0.37,107.853,244453,4,False,63y6xWR4gXz7bnUGOk8iI6,66CXWjxzNUsdJxJ2JdwvnR,Dangerous Woman,2016
72,73,Close,Nick Jonas,69,8522021,"['dance pop', 'edm', 'pop', 'post-teen pop']",0.654,0.623,6,-5.273,0,0.082,0,0.144,0.401,123.996,234213,4,False,3lSDIJ2abCrOdDJ6pshUap,4Rxn7Im3LGfyRkY2FlHhWi,Last Year Was Complicated,2016
73,74,Jumpman,Drake,71,69172212,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.852,0.553,1,-7.286,1,0.187,0,0.332,0.656,142.079,205879,4,True,27GmP9AWRs744SzKcpJsTZ,3TVXtAsR1Inumwj472S9r4,What A Time To Be Alive,2016
74,75,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,69,14089260,"['dance pop', 'pop']",0.632,0.702,7,-5.92,1,0.148,0,0.108,0.523,162.958,215414,4,False,7K5dzhGda2vRTaAWYI3hrb,1KCSPY1glIKqW2TotWuXOR,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016
75,76,You Don't Own Me (feat. G-Eazy),SAYGRACE,69,174603,"['dance pop', 'pop', 'post-teen pop', 'r&b']",0.332,0.635,7,-5.653,1,0.0898,2.79e-06,0.0599,0.261,186.249,201493,3,False,6KI1ZpZWYAJLvmVhCJz65G,6y5amJcTjeDgLXIjtQLMst,FMA,2016
76,77,H.O.L.Y.,Florida Georgia Line,69,4991878,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",0.523,0.666,7,-4.081,0,0.0327,0,0.0728,0.564,78.077,194187,4,False,0BCy325UZyR9z0t0uxwn2N,3b8QkneNDz4JHKKKlLgYZg,Dig Your Roots,2016
77,78,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,68,18414209,"['dance pop', 'pop', 'viral pop']",0.728,0.563,1,-8.053,0,0.134,0,0.179,0.352,100.017,217707,4,False,37FXw5QGFN7uwwsLy8uAc0,6VuMaDnrHyPL1p4EHjYLi7,Nine Track Mind,2016
78,79,The Greatest (feat. Kendrick Lamar),Sia,68,24949389,"['australian dance', 'australian pop', 'dance pop', 'pop']",0.668,0.725,1,-6.127,1,0.266,0.000479,0.0561,0.729,191.944,210227,4,False,7xHWNBFm6ObGEQPaUxHuKO,5WUlDfRSoLAfcVSX1WnrxN,This Is Acting (Deluxe Version),2016
79,80,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,68,25053090,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.367,0.915,9,-3.456,0,0.0488,5.81e-05,0.0905,0.365,110.169,207273,4,False,46NBoIAHrmR7qcUGCIFEjR,1Cs0zKBU1kc0i8ypK3B9ai,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],2016
80,81,Tiimmy Turner,Desiigner,68,3407309,"['pop rap', 'rap', 'trap', 'underground hip hop', 'viral trap']",0.603,0.725,6,-3.054,1,0.0393,0,0.0786,0.304,122.803,239853,4,True,3NJG6vMH1ZsectZkocMEm0,7pFeBzX627ff0VnN6bxPR4,Tiimmy Turner,2016
81,82,Cold Water,Major Lazer,68,6317607,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",0.608,0.798,6,-5.092,0,0.0432,0,0.156,0.501,92.943,185360,4,False,7zsXy7vlHdItvUSH8EwQss,738wLrAtLtCtFOLvQBXOXp,Cold Water,2016
82,83,Dangerous Woman,Ariana Grande,68,85188706,"['dance pop', 'pop']",0.664,0.602,4,-5.369,0,0.0412,0,0.356,0.289,134.049,235947,3,False,6RUhbFEhrvGISaQ8u2j2JN,66CXWjxzNUsdJxJ2JdwvnR,Dangerous Woman,2016
83,84,2 Phones,Kevin Gates,67,5461872,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.895,0.681,7,-5.267,0,0.358,0,0.189,0.554,121.918,240000,4,True,0wdKiSBUT7aZkXUIdJWcwC,1gPhS1zisyXr5dHTYZyiMe,Islah (Deluxe),2016
84,85,All Time Low,Jon Bellion,67,1326184,['pop rap'],0.617,0.567,0,-4.188,1,0.0828,0,0.0933,0.505,90.246,217603,4,True,0SuLAslEMFZAXf0SwY7syi,50JJSqHUf2RQ9xsHs0KMHg,The Human Condition,2016
85,86,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,67,10994387,"['latin pop', 'mexican pop']",0.716,0.908,8,-3.254,0,0.103,0,0.135,0.869,91.03,199693,4,False,6YZdkObH88npeKrrkb8Ggf,7qG3b048QCHVRO5Pv1T5lw,DUELE EL CORAZON (feat. Wisin),2016
86,87,LUV,Tory Lanez,67,4841086,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",0.539,0.528,11,-8.113,0,0.252,0,0.117,0.252,190.169,228640,4,True,16Ah4QqH4mgYVXqfC4mdSd,2jku7tDXc6XoB6MO2hFuqg,I Told You,2016
